Ticker;Model;Maturity;DP(%);Sigma;Mu;H
SAP GY Equity;Merton;1;0.0;0.16266204774560433;0.11504963266210527;0.5
SAP GY Equity;Merton;5;1.588729148238599e-11;0.16266204975029308;0.11504963448512447;0.5
SAP GY Equity;Merton;10;9.075356022236747e-08;0.16266429328139595;0.11505167215848755;0.5
SAP GY Equity;Necula;1;0.0;0.12452772550894316;0.10916969072291809;0.4359565626123441
SAP GY Equity;Necula;5;0.0;0.1245277255089428;0.10916969072291804;0.4359565626123431
SAP GY Equity;Necula;10;0.0;0.1245277255293207;0.10916969073039075;0.4359565626203061
SAP GY Equity;Rostek;1;0.0;0.12452772550894284;0.10916969072291784;0.43595656261234367
SAP GY Equity;Rostek;5;0.0;0.12452772550894338;0.1091696907229179;0.4359565626123446
SAP GY Equity;Rostek;10;0.0;0.12452772553493938;0.10916969072959333;0.4359565626224017
MRK GY Equity;Merton;1;0.0;0.13685242271023634;-0.0433126418442887;0.5
MRK GY Equity;Merton;5;0.04726095644873585;0.1368552382383532;-0.04331175783552153;0.5
MRK GY Equity;Merton;10;5.273577927413664;0.13700778386488482;-0.04328306142266736;0.5
MRK GY Equity;Necula;1;0.0;0.07656304316125812;-0.04953694940112911;0.3890202031933964
MRK GY Equity;Necula;5;6.661338147750939e-14;0.0765630431612582;-0.049536949401129106;0.3890202031933965
MRK GY Equity;Necula;10;0.0002934297222756399;0.0765630431613141;-0.04953694940112435;0.38902020319323666
MRK GY Equity;Rostek;1;0.0;0.07656304316125837;-0.04953694940112909;0.38902020319339703
MRK GY Equity;Rostek;5;1.787459069646502e-12;0.07656304316125845;-0.049536949401129085;0.3890202031933964
MRK GY Equity;Rostek;10;0.0005401304381091876;0.07656304316133093;-0.04953694940112739;0.3890202031930965
AI FP Equity;Merton;1;0.0;0.11941387335458335;0.07230998613297146;0.5
AI FP Equity;Merton;5;2.8104407689966138e-09;0.11941389498982032;0.0723100141667816;0.5
AI FP Equity;Merton;10;3.2873524347110106e-06;0.11942289024805576;0.07231916997306138;0.5
AI FP Equity;Necula;1;0.0;0.09453636366413307;0.06939006019848175;0.44077543306204764
AI FP Equity;Necula;5;0.0;0.09453636366413475;0.06939006019848441;0.4407754330620425
AI FP Equity;Necula;10;0.0;0.09453636469655251;0.06939006120216643;0.44077543239911227
AI FP Equity;Rostek;1;0.0;0.09453636366413322;0.06939006019848176;0.44077543306204836
AI FP Equity;Rostek;5;0.0;0.09453636366413597;0.06939006019848369;0.44077543306203726
AI FP Equity;Rostek;10;1.1102230246251565e-14;0.09453636485887969;0.06939006097027417;0.4407754321326406
CRH LN Equity;Merton;1;8.08242361927114e-12;0.13781174392672207;-0.05711148309080709;0.5
CRH LN Equity;Merton;5;1.0417557316367843;0.13783537392006792;-0.057102656775724805;0.5
CRH LN Equity;Merton;10;22.524058543435956;0.1383422838712091;-0.057075952504470964;0.5
CRH LN Equity;Necula;1;0.0;0.1230817066749926;-0.058768652675228655;0.47668393853055707
CRH LN Equity;Necula;5;0.17355615703287253;0.12308248443308725;-0.05876885228588243;0.47668383229163436
CRH LN Equity;Necula;10;11.593600472175215;0.12316603284301655;-0.05879556231731402;0.4766803044888431
CRH LN Equity;Rostek;1;0.0;0.12308170667499305;-0.058768652675228364;0.4766839385305582
CRH LN Equity;Rostek;5;0.19627388864835726;0.12308261012119998;-0.05876897319491554;0.4766838505455188
CRH LN Equity;Rostek;10;11.822225067509473;0.12316985574306379;-0.0588029225994342;0.4766809620684591
SRG IM Equity;Merton;1;8.59585691515008e-07;0.09446784761333255;-0.07275231220209345;0.5
SRG IM Equity;Merton;5;16.548842593967596;0.09461680954661401;-0.07275515657650873;0.5
SRG IM Equity;Merton;10;75.72227952578696;0.09600204896921075;-0.07320596288015788;0.5
SRG IM Equity;Necula;1;0.0;0.06650671240602575;-0.07469642347607082;0.4321448683198943
SRG IM Equity;Necula;5;3.459477792309784;0.06650672438091215;-0.0746964353763113;0.43214480532925853
SRG IM Equity;Necula;10;80.09198705787028;0.06651162754825081;-0.07470166957334158;0.4321328354159009
SRG IM Equity;Rostek;1;2.220446049250313e-14;0.06650671240602604;-0.0746964234760708;0.4321448683198954
SRG IM Equity;Rostek;5;3.979021699253593;0.06650673115339273;-0.07469645427950387;0.4321447587572207
SRG IM Equity;Rostek;10;79.7464534549588;0.06651211098761846;-0.07470420098898922;0.43213023413556073
DAI GY Equity;Merton;1;0.0005100591506379537;0.055863629618157294;-0.05998773023813759;0.5
DAI GY Equity;Merton;5;52.15988095413964;0.05604473891599451;-0.060094739924968006;0.5
DAI GY Equity;Merton;10;96.90415072715153;0.05735612250734049;-0.06124429499296351;0.5
DAI GY Equity;Necula;1;3.0297229525189096e-05;0.05157722946087496;-0.059973775663499485;0.47499803646138
DAI GY Equity;Necula;5;48.73683848008555;0.05160057877806921;-0.060026499375425216;0.47493710178936105
DAI GY Equity;Necula;10;97.82578705789736;0.05197628296593384;-0.06068273059499772;0.4744377224114504
DAI GY Equity;Rostek;1;7.195603659582162e-05;0.05157722946172293;-0.05997377566832;0.47499803644870114
DAI GY Equity;Rostek;5;48.83040737245307;0.05160253503003385;-0.06003587541565724;0.4749286419015156
DAI GY Equity;Rostek;10;97.76984803715935;0.05198519304924047;-0.06074315367763655;0.4744044912438848
VIE FP Equity;Merton;1;2.2323194404094693e-07;0.06798020048546517;-0.05014479652616762;0.5
VIE FP Equity;Merton;5;11.883877672942745;0.06802512244252348;-0.050147781382067214;0.5
VIE FP Equity;Merton;10;67.62347219012574;0.06864902506411007;-0.050449638919048696;0.5
VIE FP Equity;Necula;1;0.0;0.04923938902137077;-0.051035036014702;0.4264247407858185
VIE FP Equity;Necula;5;1.9054860191636824;0.049239392145417324;-0.051035043179205875;0.42642474008138015
VIE FP Equity;Necula;10;69.45992632667841;0.049241506391712285;-0.05103838011131061;0.4264248439934808
VIE FP Equity;Rostek;1;1.1102230246251565e-14;0.04923938902137159;-0.051035036014701725;0.42642474078582204
VIE FP Equity;Rostek;5;2.2919189629938663;0.04923939532736821;-0.051035056729690734;0.4264247410223442
VIE FP Equity;Rostek;10;69.19931700403701;0.04924191242283859;-0.05104026932728438;0.4264250090916333
AMP IM Equity;Merton;1;0.0;0.1825004088688201;0.31681093981617314;0.5
AMP IM Equity;Merton;5;9.353628982466944e-11;0.18269428443434085;0.3172089461282359;0.5
AMP IM Equity;Merton;10;6.050715484207103e-12;0.1842867501087112;0.32034439113986996;0.5
AMP IM Equity;Necula;1;0.0;0.1801773090110649;0.3151984682434215;0.49244770195304094
AMP IM Equity;Necula;5;4.463096558993129e-12;0.18024255799182345;0.31531897953953314;0.4924252977715202
AMP IM Equity;Necula;10;8.881784197001252e-14;0.18128119876522605;0.3172476231799753;0.49227378152514395
AMP IM Equity;Rostek;1;0.0;0.18017730901124593;0.31519846824345;0.4924477019529375
AMP IM Equity;Rostek;5;5.67323965583455e-12;0.1802444440135174;0.31531885578485;0.492425606236462
AMP IM Equity;Rostek;10;9.992007221626409e-14;0.18129322419485872;0.31724002933351203;0.4922759872322204
FR FP Equity;Merton;1;0.03787690131313859;0.18778000291242175;-0.36538304832711993;0.5
FR FP Equity;Merton;5;98.96923362969342;0.18806745908738565;-0.36583201400655607;0.5
FR FP Equity;Merton;10;99.99997690239105;0.19031449051891386;-0.3698711295430514;0.5
FR FP Equity;Necula;1;0.11125306388324319;0.20895935412571998;-0.35966182682031916;0.5131788099613488
FR FP Equity;Necula;5;96.7618037251539;0.20956557766306758;-0.3610551537370436;0.5130292074067659
FR FP Equity;Necula;10;99.99846433168419;0.2137109502651304;-0.36889572187459285;0.5127481450803771
FR FP Equity;Rostek;1;0.09069783035370316;0.20895935483844466;-0.3596618210281443;0.5131788141839821
FR FP Equity;Rostek;5;96.8269727272797;0.20954077062474089;-0.3609795468275565;0.5130339972053191
FR FP Equity;Rostek;10;99.99854762229717;0.21364260197585982;-0.3686554887122486;0.5127526240271244
EO FP Equity;Merton;1;0.0005031716261982844;0.17522089479496955;-0.09234475163899435;0.5
EO FP Equity;Merton;5;23.881613050115714;0.17595675476460707;-0.09232387128764981;0.5
EO FP Equity;Merton;10;74.37554216492708;0.18001166454561063;-0.09365659228431382;0.5
EO FP Equity;Necula;1;1.0964751329112232e-08;0.1342807249544404;-0.09825373676314704;0.44797165249530213
