Ticker;Model;Maturity;DP(%);Sigma;Mu;H
VIE FP Equity;Merton;5;60.22736552656356;0.177026004434743;-0.0802920649335629;0.5
VIE FP Equity;Merton;10;91.991852589384;0.20510913435665323;-0.08815008368327881;0.5
VIE FP Equity;Necula;1;7.113985007665091;0.23452995077522146;-0.06652069141647478;0.5610484614471031
VIE FP Equity;Necula;5;67.90946409528662;0.2991911687468042;-0.084653130009855;0.5561175129231212
VIE FP Equity;Necula;10;90.11668014118197;0.38235939770110106;-0.09390087445636122;0.5543070977748494
VIE FP Equity;Rostek;1;5.0768668243280075;0.23395171782256527;-0.0656277476177019;0.5613803850010518
VIE FP Equity;Rostek;5;65.17065990574254;0.2962798258449049;-0.07766908583153773;0.5565015363123077
VIE FP Equity;Rostek;10;88.75384005033753;0.379437872826111;-0.08561661970359982;0.5545472167930681
AMP IM Equity;Merton;1;1.4856037511279396e-07;0.35879336705277864;0.39453504042012727;0.5
AMP IM Equity;Merton;5;0.004519040778616645;0.36623327573662334;0.40299512239344404;0.5
AMP IM Equity;Merton;10;0.006840729834001191;0.3819438114170668;0.4213578172870554;0.5
AMP IM Equity;Necula;1;6.886961856356066e-06;0.398023238367541;0.4079924285544295;0.5302946530288488
AMP IM Equity;Necula;5;0.016396518381633918;0.40720687132683453;0.4175393605836357;0.5288810208551052
AMP IM Equity;Necula;10;0.01790416818669982;0.42793617815096263;0.4412384246081894;0.5276671034159084
AMP IM Equity;Rostek;1;1.7362132842535516e-06;0.3980217818624188;0.4079918567534655;0.530298210843484
AMP IM Equity;Rostek;5;0.012065159882812537;0.4069285477992544;0.41768971995632215;0.5289492627693919
AMP IM Equity;Rostek;10;0.014318068606133938;0.42759800133481773;0.4417114076459511;0.5277262871515984
FR FP Equity;Merton;1;2.2007376889834784;0.31903435574191313;-0.10573152900875818;0.5
FR FP Equity;Merton;5;68.97743669003509;0.40234121463146105;-0.08578566680380945;0.5
FR FP Equity;Merton;10;94.55354941597477;0.4864558616911535;-0.07570370537248577;0.5
FR FP Equity;Necula;1;15.675549268539745;0.5582226917212503;-0.012849930587297331;0.5827624785260943
FR FP Equity;Necula;5;73.32876067871972;0.8603301780834823;0.1273218700640573;0.5771292587673863
FR FP Equity;Necula;10;88.55520874915695;0.9640830430650148;0.2073554003157661;0.5757482073516704
FR FP Equity;Rostek;1;10.200231800260372;0.54469409039586;-0.013430367016782713;0.5834558628293736
FR FP Equity;Rostek;5;69.04208668020706;0.8485560125787627;0.13348087502014994;0.5773049685418092
FR FP Equity;Rostek;10;86.55513668996593;0.9604905124172992;0.20950298447417842;0.5758055501775196
EO FP Equity;Merton;1;1.8130619383658453;0.276870747312469;-0.07195569044004638;0.5
EO FP Equity;Merton;5;58.99120471737533;0.32928329796766337;-0.06137772730460003;0.5
EO FP Equity;Merton;10;89.50093410281906;0.3920068497519076;-0.057955850808185036;0.5
EO FP Equity;Necula;1;1.4635852029079799;0.28387125170647587;-0.07098568795086087;0.49820067993247036
EO FP Equity;Necula;5;46.74529337256465;0.33209844228318847;-0.07052071857826701;0.4946955421153535
EO FP Equity;Necula;10;76.1504810617142;0.39339945672565635;-0.06895951287659446;0.49307960674949913
EO FP Equity;Rostek;1;1.4871309219654294;0.28388743360994095;-0.07098837949803219;0.49819498173746424
EO FP Equity;Rostek;5;46.98058744709536;0.33232949647094945;-0.07086991434535796;0.4946865020310375
EO FP Equity;Rostek;10;76.38944315683644;0.393674156545729;-0.0696279745752538;0.49307306731436595
GET FP Equity;Merton;1;0.20016948095812337;0.23934666392963072;-0.10231143111858187;0.5
GET FP Equity;Merton;5;49.442832722126006;0.2562324525706852;-0.10009457054808309;0.5
GET FP Equity;Merton;10;87.71994010987483;0.2846917672613712;-0.10253320731808904;0.5
GET FP Equity;Necula;1;3.52078130106398;0.35476002070715035;-0.068717932546958;0.5685631065021739
GET FP Equity;Necula;5;56.43247805553615;0.4173550092071779;-0.07352345472833985;0.5611290538635895
GET FP Equity;Necula;10;82.69150500745886;0.48638470926492045;-0.06845164921940294;0.5582800894393626
GET FP Equity;Rostek;1;2.0476843722059157;0.3541328125889584;-0.06825830966047541;0.5689152793376538
GET FP Equity;Rostek;5;53.37814183924073;0.4139362271839138;-0.06788228807334697;0.5613886467586641
GET FP Equity;Rostek;10;81.01113758783924;0.48354456591719114;-0.06266321178882905;0.5584117682918541
LHA GY Equity;Merton;1;20.543386451614932;0.2155256927978282;-0.15310813301190407;0.5
LHA GY Equity;Merton;5;94.68625636765135;0.306177805206703;-0.17630409470718253;0.5
LHA GY Equity;Merton;10;99.84935589451506;0.4102749395026029;-0.21356126211746276;0.5
LHA GY Equity;Necula;1;29.16915549451694;0.2899996776103193;-0.14648188160915113;0.5501140086073072
LHA GY Equity;Necula;5;91.98992333913412;0.47383717140664233;-0.19785338303041045;0.5414125560919473
LHA GY Equity;Necula;10;98.64824723899797;0.6227304409975629;-0.20706757122170802;0.5391067931688923
LHA GY Equity;Rostek;1;25.89047319844624;0.28668562805872744;-0.14351400751705473;0.5508498561879702
LHA GY Equity;Rostek;5;91.17464909532569;0.4680333706671244;-0.18760054329064235;0.5416873482447274
LHA GY Equity;Rostek;10;98.50206540306704;0.6192628138566844;-0.19960934851442008;0.5392268095957008
PIA IM Equity;Merton;1;0.06331122182862137;0.2448660329093093;-0.0459621575649155;0.5
PIA IM Equity;Merton;5;28.7062771808546;0.2649191390006274;-0.040102585324805415;0.5
PIA IM Equity;Merton;10;66.60529759163819;0.2968943453412143;-0.03594982057779153;0.5
PIA IM Equity;Necula;1;0.1281199229090646;0.2657736430368879;-0.04049108872429477;0.5147813681185227
PIA IM Equity;Necula;5;25.66684416789552;0.29769442006798436;-0.0372354417063748;0.5165017063586438
PIA IM Equity;Necula;10;56.44569394197645;0.34698820359603844;-0.032468136123518676;0.517679474493682
PIA IM Equity;Rostek;1;0.10178372252196421;0.2657271304169053;-0.040498067017855;0.5147834158295783
PIA IM Equity;Rostek;5;25.021878608499794;0.29714991100576654;-0.036684090621442816;0.5164856849470884
PIA IM Equity;Rostek;10;55.672309916023345;0.34634002737260033;-0.03133271117869944;0.5176692522187115
CO FP Equity;Merton;1;65.50423058679948;0.07097575961936167;-0.1654853992446005;0.5
CO FP Equity;Merton;5;99.99985164534583;0.08121226250218966;-0.18634183342324154;0.5
CO FP Equity;Merton;10;99.99999999999034;0.1007313218081405;-0.22853660081148522;0.5
CO FP Equity;Necula;1;62.69520623424193;0.08171438834871243;-0.16500038382787932;0.5239609438435661
CO FP Equity;Necula;5;99.9982223560821;0.09656714770437493;-0.2005912839385537;0.5200045683161106
CO FP Equity;Necula;10;99.99999999743896;0.1263877260409749;-0.26421208512154326;0.518019671237137
CO FP Equity;Rostek;1;62.77532799681882;0.08166917890704718;-0.16474680817289938;0.5240596515786631
CO FP Equity;Rostek;5;99.99835555458102;0.09625675081896216;-0.19919724874713438;0.5200959679928593
CO FP Equity;Rostek;10;99.99999999744414;0.12595886756185082;-0.2620325431514512;0.518081697176674
